Grant.Application.ID,Sponsor.Code,Grant.Category.Code,Contract.Value.Band...see.note.A,RFCD.Code.1,RFCD.Percentage.1,SEO.Code.1,SEO.Percentage.1,Person.ID.1,Role.1,Year.of.Birth.1,Number.of.Successful.Grant.1,Number.of.Unsuccessful.Grant.1,Start.Year,Grant.Status
1846,59C,20C,E ,240101.0,0.9656194378925351,780102.0,1.0968682807632335,72447.0,CHIEF_INVESTIGATOR,-1.340851260619737,-0.13160591992748422,-0.4020219645419708,2006,1
1847,59C,20C,A ,240101.0,0.9656194378925351,780102.0,1.0968682807632335,32522.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.13160591992748422,-0.4020219645419708,2006,0
1848,59C,20C,A ,300199.0,-0.9693871938909937,749999.0,-2.008576115099533,20472.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.13160591992748422,-0.04708903192612112,2006,0
1849,34B,30C,A ,270707.0,0.1916167851791236,780105.0,1.0968682807632335,20357.0,PRINCIPAL_SUPERVISOR,0.2873148138032152,-0.13160591992748422,-0.7569548971578205,2006,1
1850,5A,30B,A ,330301.0,0.9656194378925351,740101.0,-0.06767336768530394,82072.0,CHIEF_INVESTIGATOR,-1.340851260619737,0.5401930361342677,-0.4020219645419708,2006,1
1851,34B,30C,A ,270503.0,-2.130391172961111,780105.0,1.0968682807632335,64867.0,PRINCIPAL_SUPERVISOR,-1.8835732854273874,0.5401930361342677,-0.7569548971578205,2006,1
1852,34B,30C,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,68472.0,PRINCIPAL_SUPERVISOR,-0.7981292358120862,-0.8034048759892362,-0.4020219645419708,2006,0
1853,4D,10A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,73187.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,-0.7569548971578205,2006,1
1854,4D,10A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,22292.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.8034048759892362,-0.4020219645419708,2006,1
1855,34B,30C,A ,270599.0,-0.9693871938909937,780105.0,-0.8440344666509956,69517.0,PRINCIPAL_SUPERVISOR,-1.340851260619737,-0.8034048759892362,-0.4020219645419708,2006,1
1856,4D,10A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,79192.0,CHIEF_INVESTIGATOR,-1.340851260619737,-0.13160591992748422,0.6627768333055782,2006,1
1857,4D,10A,C ,280204.0,0.9656194378925351,610104.0,1.0968682807632335,39562.0,CHIEF_INVESTIGATOR,-1.8835732854273874,-0.13160591992748422,-0.7569548971578205,2006,1
1858,5A,30B,A ,999999.0,0.9656194378925351,999999.0,1.0968682807632335,126217.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.8034048759892362,-0.4020219645419708,2006,0
1859,34B,30C,A ,270503.0,-1.3563885202476995,771003.0,-0.06767336768530394,64867.0,PRINCIPAL_SUPERVISOR,-1.8835732854273874,0.5401930361342677,-0.7569548971578205,2006,1
1860,26B,10A,E ,310199.0,0.9656194378925351,770101.0,1.0968682807632335,685762.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.8034048759892362,-0.4020219645419708,2006,0
1861,36D,10A,G ,270202.0,-0.9693871938909937,620105.0,1.0968682807632335,79802.0,PRINCIPAL_SUPERVISOR,-1.340851260619737,0.5401930361342677,-0.7569548971578205,2006,1
1862,4D,10A,C ,260502.0,-0.9693871938909937,779907.0,-0.8440344666509956,74142.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.8034048759892362,0.30784390068972856,2006,1
1863,4D,10A,C ,300801.0,-1.743389846604405,770802.0,-0.8440344666509956,76022.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.13160591992748422,-0.04708903192612112,2006,1
1864,4D,10A,A ,330109.0,-0.9693871938909937,740301.0,-0.8440344666509956,39817.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,-0.4020219645419708,2006,1
1865,4D,10A,E ,300801.0,-1.743389846604405,770802.0,-0.8440344666509956,76022.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.13160591992748422,-0.04708903192612112,2006,1
1866,4D,10A,D ,300801.0,-1.743389846604405,770802.0,-0.8440344666509956,76022.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.13160591992748422,-0.04708903192612112,2006,1
1867,4D,10A,D ,260502.0,-0.9693871938909937,779907.0,-0.8440344666509956,74142.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.8034048759892362,0.30784390068972856,2006,1
1868,225A,30B,A ,270401.0,0.9656194378925351,770703.0,1.0968682807632335,65067.0,CHIEF_INVESTIGATOR,-1.8835732854273874,-0.8034048759892362,-0.7569548971578205,2006,0
1869,59C,10A,B ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,82512.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.13160591992748422,-0.4020219645419708,2006,0
1870,222B,30C,B ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,73717.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.8034048759892362,-0.4020219645419708,2006,0
1871,59C,10A,G ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,39647.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.13160591992748422,-0.04708903192612112,2006,0
1872,4D,10A,C ,260502.0,-0.9693871938909937,779907.0,-0.8440344666509956,74142.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.8034048759892362,0.30784390068972856,2006,1
1873,4D,10A,D ,269901.0,-0.9693871938909937,779907.0,-0.8440344666509956,74142.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.8034048759892362,0.30784390068972856,2006,1
1874,4D,10A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,66192.0,CHIEF_INVESTIGATOR,-1.340851260619737,-0.8034048759892362,-0.7569548971578205,2006,1
1875,4D,10A,F ,300801.0,-1.743389846604405,770802.0,-0.8440344666509956,76022.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.13160591992748422,-0.04708903192612112,2006,1
1876,34B,30C,A ,270402.0,-0.19538454117758217,620301.0,-0.8440344666509956,592.0,PRINCIPAL_SUPERVISOR,-0.7981292358120862,-0.8034048759892362,-0.7569548971578205,2006,1
1877,4D,10A,E ,300801.0,-1.743389846604405,770802.0,-0.8440344666509956,76022.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.13160591992748422,-0.04708903192612112,2006,1
1878,34B,30C,A ,270708.0,0.9656194378925351,770505.0,1.0968682807632335,67447.0,PRINCIPAL_SUPERVISOR,0.8300368386108659,-0.8034048759892362,-0.7569548971578205,2006,1
1879,59C,10A,C ,300203.0,0.9656194378925351,620106.0,1.0968682807632335,6377.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.8034048759892362,-0.04708903192612112,2006,0
1880,4D,10A,E ,300801.0,-0.9693871938909937,770802.0,-0.8440344666509956,76022.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.13160591992748422,-0.04708903192612112,2006,1
1881,4D,10A,D ,260502.0,-0.9693871938909937,779907.0,-0.8440344666509956,74142.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.8034048759892362,0.30784390068972856,2006,1
1882,4D,10A,D ,260502.0,-0.9693871938909937,779907.0,-0.8440344666509956,74142.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.8034048759892362,0.30784390068972856,2006,1
1883,132D,40C,A ,321207.0,0.9656194378925351,730206.0,1.0968682807632335,20657.0,PRINCIPAL_SUPERVISOR,-0.2554072110044355,-0.8034048759892362,-0.7569548971578205,2006,1
1884,212D,20C,A ,350212.0,0.9656194378925351,749904.0,1.0968682807632335,69352.0,CHIEF_INVESTIGATOR,-1.8835732854273874,-0.8034048759892362,-0.7569548971578205,2006,1
1885,2B,10A,E ,270704.0,-1.3563885202476995,770702.0,-1.2322150161338414,592.0,PRINCIPAL_SUPERVISOR,-0.7981292358120862,-0.8034048759892362,-0.7569548971578205,2006,1
1886,63C,20A,B ,321206.0,-1.5885893160617228,730301.0,-1.2322150161338414,79632.0,CHIEF_INVESTIGATOR,-1.8835732854273874,-0.13160591992748422,-0.4020219645419708,2006,1
1887,4D,10A,C ,270802.0,0.9656194378925351,730115.0,1.0968682807632335,71867.0,CHIEF_INVESTIGATOR,-1.8835732854273874,1.2119919921960196,-0.4020219645419708,2006,1
1888,4D,10A,D ,320202.0,-2.517392499317817,730108.0,1.0968682807632335,16987.0,CHIEF_INVESTIGATOR,0.2873148138032152,0.5401930361342677,-0.7569548971578205,2006,1
1889,4D,10A,C ,320702.0,0.9656194378925351,730104.0,1.0968682807632335,9067.0,CHIEF_INVESTIGATOR,-0.2554072110044355,1.2119919921960196,0.6627768333055782,2006,1
1890,63C,20A,B ,321208.0,-0.5823858675342879,730204.0,-0.45585391716814977,9657.0,CHIEF_INVESTIGATOR,0.2873148138032152,0.5401930361342677,-0.7569548971578205,2006,1
1891,66B,30B,A ,330206.0,-0.9693871938909937,740301.0,1.0968682807632335,659387.0,CHIEF_INVESTIGATOR,-1.340851260619737,-0.8034048759892362,-0.4020219645419708,2006,0
1892,2B,10A,A ,320702.0,-0.9693871938909937,730104.0,-0.8440344666509956,64842.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.8034048759892362,-0.7569548971578205,2006,1
1893,59C,10A,A ,260105.0,0.9656194378925351,650103.0,1.0968682807632335,26502.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.8034048759892362,-0.4020219645419708,2006,0
1894,196D,10A,G ,321021.0,0.9656194378925351,730211.0,1.0968682807632335,67847.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,-0.7569548971578205,2006,1
1895,59C,10A,D ,260501.0,0.9656194378925351,760299.0,1.0968682807632335,20012.0,CHIEF_INVESTIGATOR,-2.9690173350426887,-0.8034048759892362,-0.4020219645419708,2006,0
1896,212D,20C,A ,350212.0,0.9656194378925351,749904.0,1.0968682807632335,69352.0,CHIEF_INVESTIGATOR,-1.8835732854273874,-0.8034048759892362,-0.7569548971578205,2006,1
1897,4D,10A,A ,330199.0,0.9656194378925351,749999.0,1.0968682807632335,10987.0,CHIEF_INVESTIGATOR,-1.340851260619737,-0.8034048759892362,-0.7569548971578205,2006,1
1898,4D,10A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,66977.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.8034048759892362,-0.7569548971578205,2006,1
1899,4D,10A,C ,290699.0,0.9656194378925351,780199.0,1.0968682807632335,64517.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.8034048759892362,-0.7569548971578205,2006,1
1900,4D,10A,C ,270802.0,0.9656194378925351,730115.0,1.0968682807632335,71867.0,CHIEF_INVESTIGATOR,-1.8835732854273874,1.2119919921960196,-0.4020219645419708,2006,1
1901,157A,30B,A ,270402.0,0.1916167851791236,620301.0,-2.008576115099533,50032.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.13160591992748422,-0.7569548971578205,2006,1
1902,28D,30B,A ,321024.0,-0.9693871938909937,730114.0,-1.5039414007718335,8772.0,CHIEF_INVESTIGATOR,0.2873148138032152,1.8837909482577717,0.30784390068972856,2006,1
1903,28D,30B,A ,321024.0,0.9656194378925351,730303.0,1.0968682807632335,19082.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.8034048759892362,-0.4020219645419708,2006,0
1904,4D,10A,B ,330109.0,0.9656194378925351,749999.0,1.0968682807632335,11507.0,CHIEF_INVESTIGATOR,-1.8835732854273874,-0.8034048759892362,-0.7569548971578205,2006,1
1905,4D,10A,A ,270105.0,-0.9693871938909937,770305.0,-0.45585391716814977,79787.0,CHIEF_INVESTIGATOR,-1.8835732854273874,-0.8034048759892362,-0.7569548971578205,2006,1
1906,4D,10A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,1217.0,CHIEF_INVESTIGATOR,-0.2554072110044355,0.5401930361342677,-0.4020219645419708,2006,1
1907,4D,10A,A ,330109.0,0.9656194378925351,740102.0,1.0968682807632335,11507.0,CHIEF_INVESTIGATOR,-1.8835732854273874,-0.8034048759892362,-0.7569548971578205,2006,1
1908,4D,10A,A ,330202.0,0.9656194378925351,740201.0,-0.8440344666509956,20342.0,CHIEF_INVESTIGATOR,-2.426295310235038,-0.8034048759892362,-0.7569548971578205,2006,1
1909,4D,10A,C ,300404.0,0.9656194378925351,749999.0,1.0968682807632335,10387.0,CHIEF_INVESTIGATOR,-1.340851260619737,-0.8034048759892362,-0.7569548971578205,2006,1
1910,4D,10A,A ,350211.0,-0.19538454117758217,729901.0,1.0968682807632335,27102.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,-0.7569548971578205,2006,1
1911,4D,10A,A ,300507.0,0.9656194378925351,630106.0,1.0968682807632335,66717.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.8034048759892362,-0.7569548971578205,2006,1
1912,4D,10A,D ,321204.0,0.9656194378925351,730211.0,1.0968682807632335,3182.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.8034048759892362,-0.7569548971578205,2006,1
1913,40D,10B,A ,321003.0,-0.5823858675342879,730106.0,-0.06767336768530394,69812.0,CHIEF_INVESTIGATOR,-0.2554072110044355,0.5401930361342677,1.3726426985372775,2006,0
1914,66B,30B,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,27502.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.8034048759892362,-0.4020219645419708,2006,0
1915,2B,10A,C ,340402.0,-1.3563885202476995,710401.0,-0.8440344666509956,17747.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.8034048759892362,-0.7569548971578205,2006,1
1916,4D,10A,A ,320207.0,0.9656194378925351,730102.0,1.0968682807632335,75972.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.13160591992748422,-0.7569548971578205,2006,1
1917,164D,10B,A ,321010.0,0.9656194378925351,730101.0,1.0968682807632335,145367.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.13160591992748422,-0.04708903192612112,2006,1
1918,4D,10A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,657727.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,-0.7569548971578205,2006,1
1919,144D,20C,A ,330202.0,-1.3563885202476995,740201.0,-0.45585391716814977,80692.0,CHIEF_INVESTIGATOR,-1.340851260619737,-0.13160591992748422,-0.04708903192612112,2006,0
1920,144D,20C,A ,270404.0,0.9656194378925351,780105.0,1.0968682807632335,66932.0,CHIEF_INVESTIGATOR,-2.426295310235038,-0.8034048759892362,-0.04708903192612112,2006,0
1921,2B,10A,B ,240101.0,0.1916167851791236,780102.0,0.3205071817975419,72447.0,CHIEF_INVESTIGATOR,-1.340851260619737,-0.13160591992748422,-0.4020219645419708,2006,1
1922,4D,10A,A ,390103.0,-2.517392499317817,750599.0,1.0968682807632335,21877.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.8034048759892362,-0.7569548971578205,2006,1
1923,4D,10A,D ,300606.0,-0.9693871938909937,770806.0,-1.6203955656166873,15927.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.13160591992748422,-0.4020219645419708,2006,1
1924,2B,10A,A ,240101.0,-0.5823858675342879,780102.0,-0.8440344666509956,32522.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.13160591992748422,-0.4020219645419708,2006,1
1925,4D,10A,D ,370106.0,-0.9693871938909937,730108.0,-0.029611097496970693,140382.0,CHIEF_INVESTIGATOR,-2.426295310235038,-0.8034048759892362,-0.7569548971578205,2006,1
1926,4D,10A,C ,260502.0,0.9656194378925351,770602.0,-1.8533038953063947,76022.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.13160591992748422,-0.04708903192612112,2006,1
1927,4D,10A,A ,330109.0,0.9656194378925351,749901.0,1.0968682807632335,87087.0,CHIEF_INVESTIGATOR,-1.340851260619737,-0.8034048759892362,-0.7569548971578205,2006,1
1928,4D,10A,A ,321214.0,-1.6272894486973934,730201.0,-1.5039414007718335,107602.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.8034048759892362,-0.7569548971578205,2006,1
1929,4D,10A,A ,230117.0,0.9656194378925351,780101.0,1.0968682807632335,1617.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.8034048759892362,-0.7569548971578205,2006,1
1930,4D,10A,A ,330302.0,-0.9693871938909937,749999.0,1.0968682807632335,47947.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,-0.7569548971578205,2006,1
1931,4D,10A,A ,330302.0,-0.9693871938909937,749999.0,1.0968682807632335,47947.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,-0.7569548971578205,2006,1
1932,4D,10A,F ,321204.0,0.9656194378925351,730211.0,1.0968682807632335,3182.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.8034048759892362,-0.7569548971578205,2006,1
1933,4D,10A,A ,330302.0,-0.9693871938909937,749999.0,1.0968682807632335,47947.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,-0.7569548971578205,2006,1
1934,9A,10A,A ,290603.0,0.9656194378925351,771102.0,1.0968682807632335,29462.0,CHIEF_INVESTIGATOR,1.3727588634185166,-0.8034048759892362,-0.7569548971578205,2006,1
1935,9A,10A,A ,260602.0,0.9656194378925351,770102.0,1.0968682807632335,80212.0,CHIEF_INVESTIGATOR,-1.8835732854273874,1.2119919921960196,-0.4020219645419708,2006,1
1936,9A,10A,A ,260602.0,0.9656194378925351,770102.0,1.0968682807632335,80212.0,CHIEF_INVESTIGATOR,-1.8835732854273874,1.2119919921960196,-0.4020219645419708,2006,1
1937,4D,10A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,17622.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,-0.04708903192612112,2006,1
1938,4D,10A,B ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,65307.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.8034048759892362,-0.7569548971578205,2006,1
1939,9A,10A,A ,290699.0,0.9656194378925351,771102.0,1.0968682807632335,497807.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.8034048759892362,-0.7569548971578205,2006,1
1940,9A,10A,A ,320699.0,0.9656194378925351,730114.0,1.0968682807632335,36242.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.13160591992748422,-0.7569548971578205,2006,1
1941,4D,10A,A ,320501.0,0.9656194378925351,730104.0,-0.8440344666509956,4082.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.8034048759892362,-0.7569548971578205,2006,1
1942,4D,10A,G ,321204.0,0.9656194378925351,730211.0,1.0968682807632335,3182.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.8034048759892362,-0.7569548971578205,2006,1
1943,4D,10A,C ,321028.0,-2.130391172961111,730112.0,-0.8440344666509956,80437.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,-0.7569548971578205,2006,1
1944,149A,30B,A ,321204.0,-0.9693871938909937,730211.0,-0.8440344666509956,84622.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,1.0177097659214278,2006,0
1945,4D,10A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,48017.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.8034048759892362,-0.7569548971578205,2006,1
1946,4D,10A,C ,340204.0,0.9656194378925351,730308.0,1.0968682807632335,146697.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.13160591992748422,-0.7569548971578205,2006,1
1947,4D,10A,B ,309999.0,0.1916167851791236,670503.0,-0.8440344666509956,65072.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.8034048759892362,-0.7569548971578205,2006,1
1948,149A,30B,A ,321021.0,0.9656194378925351,730199.0,1.0968682807632335,16632.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,-0.7569548971578205,2006,0
1949,4D,10A,B ,321216.0,-0.9693871938909937,730201.0,-1.8144858403581101,63492.0,CHIEF_INVESTIGATOR,-1.8835732854273874,-0.8034048759892362,-0.4020219645419708,2006,1
1950,4D,10A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,66717.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.8034048759892362,-0.7569548971578205,2006,1
1951,4D,10A,A ,360105.0,0.9656194378925351,750703.0,-0.8440344666509956,69657.0,CHIEF_INVESTIGATOR,-0.7981292358120862,0.5401930361342677,0.30784390068972856,2006,1
1952,12D,30B,A ,300901.0,0.9656194378925351,630104.0,1.0968682807632335,25947.0,CHIEF_INVESTIGATOR,-0.2554072110044355,1.2119919921960196,-0.4020219645419708,2006,1
1953,4D,10A,B ,330399.0,-1.3563885202476995,740102.0,-0.8440344666509956,8047.0,CHIEF_INVESTIGATOR,-1.340851260619737,-0.13160591992748422,-0.7569548971578205,2006,1
1954,4D,10A,A ,360201.0,0.9656194378925351,750605.0,1.0968682807632335,752.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.13160591992748422,-0.7569548971578205,2006,1
1955,2B,10A,E ,340205.0,0.9656194378925351,720204.0,1.0968682807632335,126162.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.8034048759892362,-0.7569548971578205,2006,1
1956,4D,10A,A ,330103.0,0.9656194378925351,749999.0,1.0968682807632335,79532.0,CHIEF_INVESTIGATOR,-1.340851260619737,-0.8034048759892362,-0.7569548971578205,2006,1
1957,4D,10A,A ,330199.0,0.9656194378925351,749999.0,1.0968682807632335,351122.0,CHIEF_INVESTIGATOR,-1.340851260619737,-0.8034048759892362,-0.7569548971578205,2006,1
1958,4D,10A,A ,270704.0,-0.9693871938909937,770703.0,-0.8440344666509956,500417.0,CHIEF_INVESTIGATOR,0.8300368386108659,1.2119919921960196,-0.7569548971578205,2006,1
1959,5A,30B,A ,400301.0,0.9656194378925351,750299.0,1.0968682807632335,9602.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.13160591992748422,-0.7569548971578205,2006,1
1960,4D,10A,A ,390199.0,0.9656194378925351,750599.0,-0.8440344666509956,81187.0,CHIEF_INVESTIGATOR,0.2873148138032152,0.5401930361342677,-0.7569548971578205,2006,1
1961,4D,10A,E ,300508.0,0.9656194378925351,630101.0,1.0968682807632335,66672.0,CHIEF_INVESTIGATOR,-0.2554072110044355,0.5401930361342677,-0.7569548971578205,2006,1
1962,4D,10A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,69262.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.13160591992748422,-0.7569548971578205,2006,1
1963,4D,10A,C ,290699.0,-1.3563885202476995,670709.0,-0.8440344666509956,57272.0,CHIEF_INVESTIGATOR,1.3727588634185166,0.5401930361342677,-0.7569548971578205,2006,1
1964,237A,20A,A ,300199.0,0.9656194378925351,770802.0,1.0968682807632335,73522.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.13160591992748422,-0.7569548971578205,2006,1
1965,4D,10A,A ,290104.0,0.9656194378925351,670199.0,1.0968682807632335,12002.0,CHIEF_INVESTIGATOR,-1.8835732854273874,-0.8034048759892362,-0.7569548971578205,2006,1
1966,4D,10A,A ,999999.0,0.9656194378925351,999999.0,1.0968682807632335,76352.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.13160591992748422,-0.7569548971578205,2006,1
1967,4D,10A,A ,340299.0,0.9656194378925351,759999.0,1.0968682807632335,64222.0,CHIEF_INVESTIGATOR,-3.5117393598503397,-0.8034048759892362,-0.7569548971578205,2006,1
1968,4D,10A,B ,320702.0,-0.9693871938909937,730305.0,-0.8440344666509956,9067.0,CHIEF_INVESTIGATOR,-0.2554072110044355,1.2119919921960196,0.6627768333055782,2006,1
1969,4D,10A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,14842.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.13160591992748422,-0.7569548971578205,2006,1
1970,4D,10A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,20012.0,CHIEF_INVESTIGATOR,-2.9690173350426887,-0.8034048759892362,-0.4020219645419708,2006,1
1971,4D,10A,B ,321206.0,-1.936890509782758,730201.0,-0.8440344666509956,25217.0,CHIEF_INVESTIGATOR,0.2873148138032152,0.5401930361342677,-0.7569548971578205,2006,1
1972,149A,30B,B ,370299.0,0.9656194378925351,730306.0,1.0968682807632335,68857.0,CHIEF_INVESTIGATOR,-1.340851260619737,-0.13160591992748422,-0.7569548971578205,2006,1
1973,149A,30B,A ,380107.0,-0.5823858675342879,730211.0,1.0968682807632335,11342.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.8034048759892362,0.30784390068972856,2006,0
1974,4D,10A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,322697.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.8034048759892362,-0.7569548971578205,2006,1
1975,149A,30B,B ,321204.0,0.9656194378925351,730211.0,1.0968682807632335,615302.0,CHIEF_INVESTIGATOR,-1.340851260619737,-0.8034048759892362,-0.7569548971578205,2006,1
1976,149A,30B,B ,370299.0,0.9656194378925351,730306.0,1.0968682807632335,68857.0,CHIEF_INVESTIGATOR,-1.340851260619737,-0.13160591992748422,-0.7569548971578205,2006,1
1977,149A,30B,B ,370299.0,0.9656194378925351,730306.0,1.0968682807632335,68857.0,CHIEF_INVESTIGATOR,-1.340851260619737,-0.13160591992748422,-0.7569548971578205,2006,1
1978,149A,30B,A ,330101.0,0.9656194378925351,730217.0,-1.6203955656166873,70322.0,CHIEF_INVESTIGATOR,-1.8835732854273874,-0.13160591992748422,-0.4020219645419708,2006,0
1979,4D,10A,D ,321015.0,-1.6272894486973934,730115.0,-0.8440344666509956,75942.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.8034048759892362,-0.7569548971578205,2006,1
1980,4D,10A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,10477.0,CHIEF_INVESTIGATOR,-0.2554072110044355,-0.13160591992748422,-0.7569548971578205,2006,1
1981,4D,10A,A ,999999.0,0.9656194378925351,999999.0,1.0968682807632335,79192.0,CHIEF_INVESTIGATOR,-1.340851260619737,-0.13160591992748422,0.6627768333055782,2006,1
1982,149A,30B,A ,321202.0,0.9656194378925351,730218.0,1.0968682807632335,3182.0,CHIEF_INVESTIGATOR,0.2873148138032152,-0.8034048759892362,-0.4020219645419708,2006,0
1983,4D,10A,A ,280103.0,-0.5823858675342879,700102.0,-0.06767336768530394,75647.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,-0.7569548971578205,2006,1
1984,4D,10A,A ,320702.0,0.021403068362822138,730108.0,-0.029611097496970693,650672.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,-0.7569548971578205,2006,1
1985,5A,30B,A ,400399.0,-0.9693871938909937,750802.0,-0.45585391716814977,130502.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.13160591992748422,-0.7569548971578205,2006,1
1986,4D,10A,B ,330201.0,0.9656194378925351,740102.0,-0.8440344666509956,72847.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.8034048759892362,-0.7569548971578205,2006,1
1987,4D,10A,A ,321004.0,0.9656194378925351,730105.0,1.0968682807632335,74162.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.13160591992748422,-0.4020219645419708,2006,1
1988,4D,10A,A ,280204.0,0.9656194378925351,610104.0,1.0968682807632335,82512.0,CHIEF_INVESTIGATOR,-0.7981292358120862,-0.13160591992748422,-0.4020219645419708,2006,1
1989,4D,10A,A ,291702.0,0.9656194378925351,671399.0,1.0968682807632335,77832.0,CHIEF_INVESTIGATOR,0.8300368386108659,-0.13160591992748422,-0.7569548971578205,2006,1
